,review,sentiments
852,murah bagus,positif
853,Dekat pusat kota,negatif
854,Hotel minimalis,negatif
855,Lumayan strategis,positif
856,bersih ramah,positif
857,Lumayan murah,positif
858,Rapih dan bersih,positif
859,Air kotor dan mampet,negatif
860,Sering lewat aja,negatif
861,ketemu tamu luar kota,negatif
862,Tidur nyaman dan santai,positif
863,Bagus bnget,positif
864,"Murahh, bagus",positif
865,selalu ramai,negatif
866,Nyaman untuk istirahat,positif
867,Bgus,negatif
868,Startegis dari kota,negatif
869,"Tenang, rapi dan bersih",positif
870,"Bagus, cukup representatif",positif
871,Boleh di coba,negatif
872,loby kurang penataan,negatif
873,"good enough, ramah",positif
874,Resepsionis kurang profesional,negatif
875,Hotel non bintang,negatif
876,Bersih terus,positif
877,kotor,negatif
878,Cuma lumayan,positif
879,Enak adem..,positif
880,Cukub bagus,positif
881,enak nyaman,positif
882,Aulanya besar,negatif
883,Nyaman👍👍 …,negatif
884,Sempurna,positif
885,Representatif,negatif
886,Enak suasanya..,positif
887,Nyamaaann banget,positif
888,Tidur pulas disini,positif
889,Strategis tempatnya.,negatif
890,Baik,positif
891,Sering kehabisan sarapan,negatif
892,lumayan,positif
893,Sempit,negatif
894,Hotel baru di kota tasikmalaya,positif
895,Mantebbbb,negatif
896,lumayan aja,positif
897,Kompak,negatif
898,aman,positif
899,Mantap dah 😉 …,positif
900,Mantul,positif
901,Hmmmm,negatif
902,mewah,negatif
903,Strategis,negatif
904,murah,positif
905,Indah dan islami,positif
906,strategis,negatif
907,toilet kotor,negatif
908,Sip,positif
909,Bagus sekai,positif
910,Cukup representatif,negatif
911,Lokasi di pusat kota,negatif
912,Menyenangkan,positif
913,Baguss,positif
914,Elegan,positif
915,Suka,negatif
916,nyaman dan asri,positif
917,Lumayan.....,positif
918,Berkesan....,positif
919,Cukup happy,positif
920,Tambah bgs,negatif
921,Lomba speeling,negatif
922,hotel yang nyaman,positif
923,Lumayan....,positif
924,Tempat fitness,negatif
925,Gym,negatif
926,Hotel tengah kota,negatif
927,"Bagua,rekomendasi",negatif
928,Suasana friendly,positif
929,City Totel Tasikmalaya,negatif
930,"Strategis hotel,",negatif
931,Hotel yang nyaman,positif
932,Pokoke asikkkk,negatif
933,"Nice,nyaman",positif
934,Pusat kota,negatif
935,best hotel,positif
936,Worted lah,negatif
937,Rekomendasi,negatif
938,Dahsyaaaatt,negatif
939,Hotel nyaman,positif
940,gedung lama,positif
941,Rekomendid,negatif
942,Yup kesini,negatif
943,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 …,negatif
944,"Pada saat saya dtg hotelnya sedang diperbaiki, pada parkiran motor saja bnyk sisa2 semen. Mungkin yg buruk dari hotel ini pd saat membersihkan kolam renang jgn membuat air di dlm kamar menjadi tercemar",negatif
945,Upon arrival the baggage person was playing games on his phone I guess no time for my bag. At the front desk so much joking around and laughing very unprofessional. The interior of the hotel was very nice but the rooms did not match the …,positif
946,"As a Hotelier, the management is Sorry!
They owe every guest a big apologize. …",negatif
947,"No group hotel, so the service was very under rated compare to any budget hotel with same price.
When we stayed there was: …",positif
948,"(Diterjemahkan oleh Google) Ruang makan hotel sudah tua, tempat tidur dan sofa tidak bersih, dan tidak nyaman untuk ditinggali. Hotel ini sedang dalam pembangunan ekstensif, sehingga mungkin tidak terlalu memperhatikan kualitas perumahan …",negatif
949,"MANY OPTIONS BETTER THAN HERE, AT THE SAME PRICE,

I'm sure the elevator is rarely cleaned. …",positif
950,"Affordable, but below standard. Better hotels are available with just slightly higher nightly price. …",positif
951,"Ein relativ einfaches Hotel, aber Preis-Leistungsverhältnis sehr gut. Freundliches Personal, gute Betten, alles vorhanden, was man braucht. gutes Frühstück in ruhiger Atmosphäre.. ",negatif
952,"Where do I start, the pictures and reviews are misleading, apart from the lobby the rest of the building should be condemned, seriously it’s literally falling …",negatif
953,"For the 3-star hotel actually it's not bad. The hotel doesn't provide any amenities, but since I always bring my own stuff, it's not a big deal for me. But, I really hope that the hot water in the bathroom can work well. …",positif
954,Staff is nice. The room is big. But a little bit old. The water is not heat to wash body. Breakfast is good. They just give you one Slipper and one cup. You order two people's in one room. Also no brush teeth cup. But is a cheap room. …,positif
955,"Friendly and helpfull staffs.
Breakfast good on quality and services,but could be improve on varieties.
Not so clean bathroom (mold). …",positif
956,(Diterjemahkan oleh Google) Kolam renangnya luar biasa. Dan gimnasium. Berenang bayar 30 ribu. Neggym gratis. Bisakah oerna tidur di sini. Berenang di rooftop. Ada juga jacuzzi. Kerja yang baik …,positif
957,"Размер номера большой (полулюкс). Еду в номер принесли вкусную. А в остальном номер грязный, вместо одеяло маленькое покрывало на 1/3 кровати, холодильник грязный, шумоизоляция отсутствует.. ",negatif
958,Pilihan tidak byk.. Cukup sekadar alas perut.. Katil bagi kami OK yang sememangnya kepenatan setelah seharian berjalan jauh... ,positif
959,"Dreadful. The first room I was shown has paint flaking off the walls then they moved me to a more presentable room where the TV wasn't working and the window closing handle was missing so it could easily be opened from outside , in fact …",negatif
960,"All second grade amenities,  coffee bar no coffee and tea,  air con remote control battery flat giving people an impression the hotel not properly managed.  Besides,  the lighting at the lobby as well as inside the room very moody and not …",positif
961,"1st time ever stay in a hotel which didn't provide sugar for coffee & tea at breakfast. I mean, come on.. its a basic thing at breakfast, not something that gonna cost you much! …",negatif
962,"Good place to stay, affordable price. If you go with your couple, better bring marriage book. But the breakfast menu doesnt have variety. Not really satisfying but enough. Warm water doesnt always work. You have to wait long enough, but …",positif
963,"No hot water for shower. Please owner fix it! Doesn't have NON SMOKING ROOM! Poor signal even its telkomsel, and they don't have wifi signal in bed room (only in lobby area). Wallpaper peeled off in some part. …",negatif
964,"The room is awfull. I can accept a ""not so nice"" bathroom, but stinky Pillows are too much to accept. My friend's room even has a dirty bed sheet. Meh. PLEASE MAKE A BETTER SERVICE! …",positif
965,"The room is awful. The toilet door can't be closed. No complimentary tea or coffee, you need to pay for pool and gym eventhough you're staying there, and the hotel only provide not more than 6 food variants for breakfast …",negatif
966,"ABSOLUTELY HORRIBLE. Do not stay here. They have a dirty pool and the weight room is all locals up all hours of the night. The jacuzzi doesn't have hot water, the sauna doesn't have a door, the room doesn't have a phone, advertised as hot …",negatif
967,pilihan agak sikit..cukup untuk alas perut. ,negatif
968,"Despite of small bedroom, the air conditioning system is good.

The doormat in front of bathroom is useless, it's for shoes, not for wet feet. …",negatif
969,"Its quite good, but not the best. I've been here twice, but the last, was not as good as the first.
The shower was broke, so I had to move to other room, the cleaness getting …",positif
970,"Old hotel, wifi at lobby only, no hot water on the shower- tiny bit of water presure, water puddle on the floor caused of rainy outside, tv channel local only. Bad experience at 3 stars hotel …",negatif
971,"To be honest, this hotel is not one of the best hotel in Tasikmalaya city since the price is too high for such a standard hotel rooms. The atmosphere is rather off and quiet freaking me out I think it's because the hotel loction is not …",positif
972,"Bad staff service. Room is pretty dirty and dark. TV on some room may not work. But overall still good for its price. Location is pretty nice, two blocks away from city center. …",positif
973,"Four star hotel in the center of Tasikmalaya City. Strategic located. Easy access from Tasikmalaya train station it's about two kilometers, thirty minutes from Tasikmalaya bus station and thirty minutes from Tasikmalaya air port. Nice hotel …",positif
974,Tarif yang affordable. Quite clean and cozy. You better pick room nearby lobby to get better wifi quality hihi …,positif
975,Cozy place with affordable price. But some facilities didnt work. Some bulbs' dead and no water heater in some rooms …,negatif
976,"(Diterjemahkan oleh Google) Murah, nyaman, namanya Bfast.

(Asli) …",positif
977,"Wish I could have a better hotel with that rate... Smelly n dirty bathroom, poor internet. Luckily the receptionist is honest.... …",positif
978,"The corridor looks like mental hospital, which is uncanny. Otherwise, very good room with high ceiling and friendly hotel staff …",positif
979,"I think hotel was under renovation..won't recommend to anyone..

(Diterjemahkan oleh Google) …",negatif
980,"Front Desk is very helpful and service minded, room is clean, the food not that great but nice, and the hotel nice modern and big. …",positif
981,"Good hotel with good price, many facilities like mushalla, meeting room, gym, swimming pool, gazebo in rooftop …",positif
982,"Old hotel.... breakfast usual.... room not to clean. Staff very nice

(Diterjemahkan oleh Google) …",positif
983,This hotel improved day by day now have swimming pool and gym in this hotel rooms services of hotel now very good from last year.... …,positif
984,None. ,negatif
985,"(Diterjemahkan oleh Google) Untuk kelas malam, tidak apa-apa untuk tidur.

(Asli) …",positif
986,Good location.. ,positif
987,"Cleanliness 6/10
Breakfast 6/10
Ambience 6/10 …",negatif
988,It'll be good if the properties time to times maintenanced. Like hot water shower etc. …,positif
989,"Comfort hotel with full facility (gym, swiming pool, rooftop) and affordable price …",positif
990,"room ok but wifi signal very poor at 2nd floor

(Diterjemahkan oleh Google) …",negatif
991,"Need extra work to get better for room capability , and please get better :)

(Diterjemahkan oleh Google) …",positif
992,"The room was very dirty, dust everywhere, I had used towel in my room, dirty mirrors, toilet, sheets …",negatif
993,Could not sleep well because the hotel gym's customers talk loudly even at 2 am. …,negatif
994,"Good ,but WiFi networks is poor

(Diterjemahkan oleh Google)
Bagus, tapi jaringan WiFi buruk",positif
995,"the lobby emviroment is good.. but, the hall and the room?..

(Diterjemahkan oleh Google) …",positif
996,مكانه لقريبه من المول الذي بجانبه. ,negatif
997,"(Diterjemahkan oleh Google) sangat aman untuk restur dan meeting

(Asli) …",positif
998,"Room was dirty, all room is smoking room, bed is not comfortable.

(Diterjemahkan oleh Google) …",negatif
999,"Strategic place, nice for lowbudget, there is swimming pool too

(Diterjemahkan oleh Google) …",positif
1000,"What a great, reasonable, and homy place to stay while in Tasikmalaya!

(Diterjemahkan oleh Google) …",positif
1001,"(Diterjemahkan oleh Google) Tempat bagus, bersih, pelayanan bagus

(Asli) …",positif
1002,"(Diterjemahkan oleh Google) Luar biasa, cocok untuk anggaran pas2an

(Asli) …",positif
1003,"(Diterjemahkan oleh Google) Akomodasi murah di kota danau Malaya

(Asli) …",positif
1004,"nice, gym center nya a must to try

(Diterjemahkan oleh Google)
bagus, gym center nya wajib dicoba",positif
1005,"Swimpingpool is good, bathtub was awesome.. I like it

(Diterjemahkan oleh Google) …",positif
1006,"The Best thing about this hotel is location, center of city

(Diterjemahkan oleh Google) …",positif
1007,"Good location but dirty and have a bad service at the breakfast...

(Diterjemahkan oleh Google) …",negatif
1008,"I was here for business, and so far, it's not bad..

(Diterjemahkan oleh Google) …",positif
1009,"Nice place, good staff, good location and good prize....",positif
1010,"(Diterjemahkan oleh Google) nyaman..

(Asli)
Nyamaan..",positif
1011,8/10,negatif
1012,"Excellent

(Diterjemahkan oleh Google)
Bagus sekali",positif
1013,"nice breakfast menu, room is average

(Diterjemahkan oleh Google)
menu sarapan enak, kamarnya rata-rata",positif
1014,"Friendly, but less facility. No telephone in room

(Diterjemahkan oleh Google) …",positif
1015,"the elevator is only one. musholla is too small..

(Diterjemahkan oleh Google)
lift hanya satu. musholla terlalu kecil ..",negatif
1016,"(Diterjemahkan oleh Google) Aplikasi surant mantap pada dasarnya

(Asli)
Mantap surantapp pokoknya",positif
1017,"Just OK, but still needs improvement on building interior

(Diterjemahkan oleh Google) …",positif
1018,"good place for doing sport at 5th floor

(Diterjemahkan oleh Google) …",positif
1019,"Room is not well ventilated

(Diterjemahkan oleh Google)
Kamar tidak berventilasi baik",negatif
1020,"Not bad for low budget hotel

(Diterjemahkan oleh Google)
Tidak buruk untuk hotel murah",positif
1021,Nothing. ,negatif
1022,"(Diterjemahkan oleh Google) Sesuai anggaran. Sangat nyaman

(Asli) …",positif
1023,"Just OK for a night sleep conform with the price

(Diterjemahkan oleh Google) …",positif
1024,"(Diterjemahkan oleh Google) Salah satu hotel terbesar di Danau

(Asli)
One bigest hotel in Tasik",positif
1025,"reasonable price and nice staff

(Diterjemahkan oleh Google)
harga wajar dan staf yang baik",positif
1026,"good place, clean an the centre of this town

(Diterjemahkan oleh Google)
tempat yang bagus, bersihkan pusat kota ini",positif
1027,"Clean, neath, comportable with low cost

(Diterjemahkan oleh Google)
Bersih, rapi, nyaman dengan biaya murah",positif
1028,"better find another hotel.

(Diterjemahkan oleh Google)
lebih baik cari hotel lain.",positif
1029,"good

(Diterjemahkan oleh Google)
Bagus",positif
1030,"(Diterjemahkan oleh Google) Semangat layanan staf tidak cukup

(Asli)
員工服務精神不夠",positif
1031,"(Diterjemahkan oleh Google) Regular adjah la ...

(Asli)
Biasa adjah la...",positif
1032,الطاقم ممتاز جدا.,negatif
1033,"Nice Hotel Great Service

(Diterjemahkan oleh Google)
Hotel Bagus Layanan Hebat",positif
1034,"(Diterjemahkan oleh Google) memberikan

(Asli)
Da",positif
1035,"Need improvement in room, very dirty.

(Diterjemahkan oleh Google)
Perlu perbaikan di kamar, sangat kotor.",negatif
1036,"Good staff parking safe .

(Diterjemahkan oleh Google)
Parkir staf yang baik aman.",positif
1037,"(Diterjemahkan oleh Google) Prett ah ga rekomendasikan

(Asli)
Prett ah ga recommend",positif
1038,"Sultan coffe and more

(Diterjemahkan oleh Google)
Kopi sultan dan lainnya",positif
1039,"Clean and comfortable hotel

(Diterjemahkan oleh Google)
Hotel bersih dan nyaman",positif
1040,"(Diterjemahkan oleh Google) Enak banget, mh

(Asli)
Mantaplah pokokna mh 😊 …",positif
1041,"Great Gym

(Diterjemahkan oleh Google)
Gimnasium Hebat",positif
1042,"Wifi bad.

(Diterjemahkan oleh Google)
Wifi buruk.",negatif
1043,"Good rest

(Diterjemahkan oleh Google)
Selamat istirahat",positif
1044,"The bed and the bathroom  was dirty

(Diterjemahkan oleh Google)
Tempat tidur dan kamar mandi kotor",negatif
1045,"Nice

(Diterjemahkan oleh Google)
Bagus",positif
1046,"Good

(Diterjemahkan oleh Google)
Bagus",positif
1047,"More than enough !

(Diterjemahkan oleh Google)
Lebih dari cukup !",positif
1048,"My bathroom door is broken

(Diterjemahkan oleh Google)
Pintu kamar mandi saya rusak",negatif
1049,"(Diterjemahkan oleh Google) B juga

(Asli)
B aj",positif
